INDEX,DIRECCION,NUMERO,LOCALIDAD,PROVINCIA,TIPO_UBICACION,LONGITUD,LATITUD
0,ZUVIRIA FACUNDO AV.,8309,SANTA FE,SF,AGE. DE LOTE,-60.69836,-31.589840000000002
1,ZUVIRIA FACUNDO AV.,4810,SANTA FE,SF,KIOSCO,-60.705169999999995,-31.6224
2,ZUVIRIA FACUNDO AV.,5562,SANTA FE,SF,LIBRERIA,-60.70524,-31.61522
3,ZUVIRIA FACUNDO AV.,5716,SANTA FE,SF,LIBRERIA,-60.7051,-31.613979999999998
4,ZUVIRIA F.,1896,GREGORIO DE LAFERRERE,BA,KIOSCO,-58.57116,-34.74525
5,ZUVIRIA B.,5029,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.75147,-34.51939
6,ZUVIRIA B.,5100,JOSE CLEMENTE PAZ,BA,LOCUTORIO,-58.75096,-34.51959
7,ZUVIRIA B.,1293,SAN MIGUEL,BA,ALMACEN/AUTOSERV,-58.71406999999999,-34.5498
8,ZUVIRIA B.,1659,SAN MIGUEL,BA,KIOSCO,-58.71816,-34.5466
9,ZUVIRIA B.,1986,SAN MIGUEL,BA,KIOSCO,-58.721940000000004,-34.54365
10,ZUVIRIA,5429,VILLA LUGANO,CF,AGE. DE LOTE,-58.48319,-34.66638
11,ZUVIRIA,0,VILLA LUGANO,CF,KIOSCO,-58.49106,-34.673970000000004
12,ZUVIRIA,6134,VILLA LUGANO,CF,KIOSCO,-58.48891999999999,-34.671479999999995
13,ZUVIRIA,0000,VILLA LUGANO,CF,KIOSCO,-58.49126,-34.67237
14,ZUVIRIA,6500,VILLA LUGANO,CF,OTROS,-58.49171,-34.6742
15,ZURITA,101,SAN SALVADOR DE JUJUY,JU,ALMACEN/AUTOSERV,-65.2826,-24.203
16,ZURITA,295,SAN SALVADOR DE JUJUY,JU,KIOSCO,-65.28084,-24.20195
17,ZUFRIATEGUI R.,6268,GONZALEZ CATAN,BA,KIOSCO,-58.61243,-34.768
18,ZUFRIATEGUI R.,4805,GREGORIO DE LAFERRERE,BA,ALMACEN/AUTOSERV,-58.60227,-34.758520000000004
19,ZUFRIATEGUI CNEL PABLO,679,ITUZAINGO,BA,KIOSCO,-58.66449,-34.657759999999996
20,ZUFRIATEGUI CNEL PABLO,980,ITUZAINGO,BA,KIOSCO,-58.66859,-34.65934
21,ZORRILLA BENJAMIN DR.,2828,CASTELAR,BA,KIOSCO,-58.65476999999999,-34.69498
22,ZOLARZANA ROCHA,950,SAN SALVADOR DE JUJUY,JU,ALMACEN/AUTOSERV,-65.28896,-24.199279999999998
23,ZOLARZANA ROCHA,950,SAN SALVADOR DE JUJUY,JU,OTROS,-65.28876,-24.20042
24,ZOLARZANA ROCHA,950,SAN SALVADOR DE JUJUY,JU,OTROS,-65.28898000000001,-24.200110000000002
25,ZOLA EMILIO,4090,EZPELETA ESTE,BA,KIOSCO,-58.22877,-34.735209999999995
26,ZOLA EMILIO,1625,QUILMES,BA,AGE. DE LOTE,-58.23105,-34.73292
27,ZOLA EMILIO,1482,QUILMES,BA,KIOSCO,-58.23299,-34.730129999999996
28,ZOLA,20,MERLO,BA,KIOSCO,-58.745580000000004,-34.6694
29,ZINNY A.,5301,GONZALEZ CATAN,BA,OTROS,-58.62634,-34.74507
30,ZINNY A.,2195,GREGORIO DE LAFERRERE,BA,KIOSCO,-58.60179,-34.72418
31,ZEPPELIN,5309,GONZALEZ CATAN,BA,KIOSCO,-58.62002,-34.75022
32,ZEPPELIN,5260,GREGORIO DE LAFERRERE,BA,KIOSCO,-58.619209999999995,-34.750029999999995
33,ZEPPELIN,5266,GREGORIO DE LAFERRERE,BA,KIOSCO,-58.61926,-34.75008
34,ZENTA,1031,SAN SALVADOR DE JUJUY,JU,SUPERMERCADO,-65.27831,-24.19374
35,ZELAYA,285,LOS CARDALES,BA,ALMACEN/AUTOSERV,-58.99116,-34.32034
36,ZELARRAYAN,2688,BAHIA BLANCA,BA,AGE. DE LOTE,-62.29403000000001,-38.69469
37,ZELARRAYAN,416,BAHIA BLANCA,BA,AGE. DE LOTE,-62.26936,-38.71342
38,ZELARRAYAN,620,BAHIA BLANCA,BA,ALMACEN/AUTOSERV,-62.27174,-38.71164
39,ZELARRAYAN,331,BAHIA BLANCA,BA,ALMACEN/AUTOSERV,-62.26825,-38.71414
40,ZELARRAYAN,2560,BAHIA BLANCA,BA,COMERCIO,-62.29266,-38.695890000000006
41,ZELARRAYAN,119,BAHIA BLANCA,BA,COMERCIO,-62.2659,-38.71591
42,ZELARRAYAN,548,BAHIA BLANCA,BA,KIOSCO,-62.270680000000006,-38.71233
43,ZELARRAYAN,722,BAHIA BLANCA,BA,KIOSCO,-62.27285,-38.71079
44,ZELARRAYAN,322,BAHIA BLANCA,BA,KIOSCO,-62.268330000000006,-38.71431
45,ZELARRAYAN,2568,BAHIA BLANCA,BA,KIOSCO,-62.29295,-38.69571
46,ZELARRAYAN,399,BAHIA BLANCA,BA,KIOSCO,-62.26999,-38.71277
47,ZELADA F.,6498,GONZALEZ CATAN,BA,KIOSCO,-58.60402,-34.77962
48,ZELADA F.,6805,GONZALEZ CATAN,BA,KIOSCO,-58.60771,-34.78245
49,ZELADA F.,2241,LIBERTAD,BA,KIOSCO,-58.66486999999999,-34.70704
50,ZEBALLOS ESTANISLAO DR.,1994,CASTELAR,BA,KIOSCO,-58.634530000000005,-34.6593
51,ZEBALLOS ESTANISLAO DR.,1998,CASTELAR,BA,KIOSCO,-58.63459,-34.659290000000006
52,ZEBALLOS ESTANISLAO DR.,123,MORENO,BA,AGE. DE LOTE,-58.7939,-34.65061
53,ZEBALLOS ESTANISLAO DR.,59,MORENO,BA,KIOSCO,-58.79318000000001,-34.65097
54,ZEBALLOS ESTANISLAO DR.,797,MORENO,BA,KIOSCO,-58.80311,-34.64785
55,ZEBALLOS ESTANISLAO,7500,JOSE LEON SUAREZ,BA,KIOSCO,-58.58671999999999,-34.54195
56,ZEBALLOS ESTANISLAO,2996,SANTA FE,SF,OTROS,-60.699580000000005,-31.604290000000002
57,ZEBALLOS ESTANISLAO,3998,SANTA FE,SF,SUPERMERCADO,-60.71255,-31.60156
58,ZEBALLOS ESTANISLAO,1337,VILLA CONSTITUCION,SF,KIOSCO,-60.306630000000006,-33.25851
59,ZEBALLOS E.,402,PILAR,BA,AGE. DE LOTE,-58.923759999999994,-34.45617
60,ZEBALLOS,1115,FRAY LUIS BELTRAN,SF,OTROS,-60.73028000000001,-32.7925
61,ZEBALLOS,708,ROSARIO,SF,KIOSCO,-60.63525,-32.95578
62,ZEBALLOS,1359,ROSARIO,SF,KIOSCO,-60.644569999999995,-32.95417
63,ZEBALLOS,4125,ROSARIO,SF,KIOSCO,-60.68178,-32.94766
64,ZEBALLOS,1220,ROSARIO,SF,KIOSCO,-60.641980000000004,-32.954640000000005
65,ZEBALLOS,4095,ROSARIO,SF,LOCUTORIO,-60.681169999999995,-32.947790000000005
66,ZAVALLA MATIAS,1101,SAN JUAN,SJ,EST. DE SERV.,-68.54918,-31.524440000000002
67,ZAVALLA MANUEL DR.,2598,SANTA FE,SF,KIOSCO,-60.71918,-31.642559999999996
68,ZAVALLA MANUEL (N),19,RIVADAVIA,SJ,KIOSCO,-68.57776,-31.527820000000002
69,ZAVALIA S.,428,SANTA FE,SF,KIOSCO,-60.7254,-31.6678
70,ZAVALIA,412,SANTA FE,SF,KIOSCO,-60.72727,-31.668870000000002
71,ZAVALETA,1197,BARRACAS,CF,ALMACEN/AUTOSERV,-58.405969999999996,-34.654790000000006
72,ZARATE,3879,GREGORIO DE LAFERRERE,BA,KIOSCO,-58.603269999999995,-34.72826
73,ZARATE,174,LOS CARDALES,BA,ALMACEN/AUTOSERV,-58.99139,-34.3232
74,ZARATE,26,SAN ANTONIO DE PADUA,BA,AGE. DE LOTE,-58.698330000000006,-34.66453
75,ZARATE,5325,VILLA BALLESTER,BA,OTROS,-58.570859999999996,-34.55596
76,ZARANCONDEGUI,125,SAN NICOLAS DE LOS ARROYOS,BA,KIOSCO,-60.247080000000004,-33.307970000000005
77,ZAPIOLA N.GRAL.,564,PASO DEL REY,BA,AGE. DE LOTE,-58.737880000000004,-34.63885
78,ZAPIOLA JOSE MATIAS BDIER. GRAL.,4975,JOSE CLEMENTE PAZ,BA,CENTRO DE PAGO,-58.748709999999996,-34.52885
79,ZAPIOLA GRAL.,507,TURDERA,BA,KIOSCO,-58.40591,-34.791270000000004
80,ZAPIOLA,1194,BAHIA BLANCA,BA,ALMACEN/AUTOSERV,-62.27414,-38.70324
81,ZAPIOLA,444,BAHIA BLANCA,BA,KIOSCO,-62.2663,-38.71047
82,ZAPIOLA,3068,BAHIA BLANCA,BA,KIOSCO,-62.29368,-38.68894
83,ZAPIOLA,3101,BAHIA BLANCA,BA,SUPERMERCADO,-62.29401,-38.68871
84,ZAPIOLA,2085,BELGRANO,CF,AGE. DE LOTE,-58.46321999999999,-34.566140000000004
85,ZAPIOLA,2025,BELGRANO,CF,KIOSCO,-58.462759999999996,-34.566590000000005
86,ZAPIOLA,427,BERNAL ESTE,BA,KIOSCO,-58.28378000000001,-34.71618
87,ZAPIOLA,1397,BERNAL OESTE,BA,AGE. DE LOTE,-58.30315,-34.72591
88,ZAPIOLA,852,BERNAL OESTE,BA,AGE. DE LOTE,-58.29156999999999,-34.7204
89,ZAPIOLA,803,BERNAL OESTE,BA,CENTRO DE PAGO,-58.29124,-34.72009
90,ZAPIOLA,2080,BERNAL OESTE,BA,COMERCIO,-58.30801999999999,-34.72848
91,ZAPIOLA,1198,BERNAL OESTE,BA,KIOSCO,-58.29789,-34.723440000000004
92,ZAPIOLA,1530,BERNAL OESTE,BA,KIOSCO,-58.300709999999995,-34.72468
93,ZAPIOLA,929,BERNAL OESTE,BA,KIOSCO,-58.29383000000001,-34.721379999999996
94,ZAPIOLA,3211,COGHLAN,CF,ALMACEN/AUTOSERV,-58.4715,-34.55591
95,ZAPIOLA,114,RIO GALLEGOS,SC,COMERCIO,-69.21793000000001,-51.62185
96,ZAPIOLA,762,RIO GALLEGOS,SC,KIOSCO,-69.22739,-51.61753
97,ZAPIOLA,3886,SAAVEDRA,CF,KIOSCO,-58.476240000000004,-34.55021
98,ZAPIOLA,1892,SAN JUSTO,BA,AGE. DE LOTE,-58.561809999999994,-34.67
99,ZAPIOLA,3100,SAN JUSTO,BA,ESTACION DE TREN,-58.55635,-34.67423
100,ZAPIOLA,3787,SAN JUSTO,BA,PARADA DE COLEC,-58.547509999999996,-34.680820000000004
101,ZAPATA MARTIN,6870,GREGORIO DE LAFERRERE,BA,KIOSCO,-58.578430000000004,-34.74678
102,ZAPATA JOSE V AV.,201,BARRIO CIVICO (MENDOZA),MZ,KIOSCO,-68.8305,-32.896809999999995
103,ZANNI P. AV.,1575,PARANA,ER,KIOSCO,-60.49915,-31.76513
104,ZANNI P. AV.,1253,PARANA,ER,KIOSCO,-60.498090000000005,-31.76158
105,ZANNI P. AV.,2057,PARANA,ER,OTROS,-60.50017,-31.770490000000002
106,ZANNI CORONEL,2689,GODOY CRUZ,MZ,ALMACEN/AUTOSERV,-68.87139,-32.91885
107,ZANARTU,1844,PARQUE CHACABUCO,CF,COMERCIO,-58.44285,-34.641709999999996
108,ZAMORA,1977,BANFIELD,BA,LOCUTORIO,-58.420719999999996,-34.72866
109,ZAMENBOT DR.,521,RAFAELA,SF,COMERCIO,-61.46747,-31.26195
110,ZACARIAS,3050,RESISTENCIA,CH,KIOSCO,-59.03215,-27.4588
111,ZABALA,1603,BELGRANO,CF,AGE. DE LOTE,-58.442,-34.5631
112,ZABALA,950,PONTEVEDRA,BA,KIOSCO,-58.67695,-34.75516
113,YUTO,996,SAN SALVADOR DE JUJUY,JU,ALMACEN/AUTOSERV,-65.26867,-24.24328
114,YUTO,554,SAN SALVADOR DE JUJUY,JU,COMERCIO,-65.26021,-24.24488
115,YUTO,336,SAN SALVADOR DE JUJUY,JU,KIOSCO,-65.25124,-24.241629999999997
116,YRUPE,6782,MATADEROS,CF,AGE. DE LOTE,-58.497730000000004,-34.66791
117,YRIGOYEN HIPOLITO PTE. (SO),2558,EL TALAR,BA,AGE. DE LOTE,-58.66,-34.4747
118,YRIGOYEN HIPOLITO PTE. (SO),1682,EL TALAR,BA,AGE. DE LOTE,-58.645019999999995,-34.46627
119,YRIGOYEN HIPOLITO PTE. (SO),2642,EL TALAR,BA,EST. DE SERV.,-58.66177,-34.47521
120,YRIGOYEN HIPOLITO PTE. (SO),2536,EL TALAR,BA,KIOSCO,-58.660509999999995,-34.47495
121,YRIGOYEN HIPOLITO PTE. (SO),2338,EL TALAR,BA,KIOSCO,-58.65656,-34.472970000000004
122,YRIGOYEN HIPOLITO PTE. (SO),1892,EL TALAR,BA,KIOSCO,-58.641659999999995,-34.464209999999994
123,YRIGOYEN HIPOLITO PTE. (SO),2594,EL TALAR,BA,KIOSCO,-58.66073000000001,-34.47509
124,YRIGOYEN HIPOLITO PTE. (SO),2500,EL TALAR,BA,KIOSCO,-58.65928,-34.47385
125,YRIGOYEN HIPOLITO PTE. (SO),1774,EL TALAR,BA,KIOSCO,-58.64751,-34.46737
126,YRIGOYEN HIPOLITO PTE. (SO),2633,EL TALAR,BA,KIOSCO,-58.66189,-34.475
127,YRIGOYEN HIPOLITO PTE. (SO),2590,EL TALAR,BA,KIOSCO,-58.661669999999994,-34.475159999999995
128,YRIGOYEN HIPOLITO PTE. (SO),1717,EL TALAR,BA,KIOSCO,-58.646730000000005,-34.46689
129,YRIGOYEN HIPOLITO PTE. (SO),2309,EL TALAR,BA,KIOSCO,-58.65609,-34.47188
130,YRIGOYEN HIPOLITO PTE. (SO),1895,EL TALAR,BA,KIOSCO,-58.64931,-34.46817
131,YRIGOYEN HIPOLITO PTE. (SO),1822,EL TALAR,BA,KIOSCO,-58.64844,-34.46808
132,YRIGOYEN HIPOLITO PTE. (SO),2563,EL TALAR,BA,KIOSCO,-58.66056999999999,-34.4741
133,YRIGOYEN HIPOLITO PTE. (SO),2116,EL TALAR,BA,KIOSCO,-58.65269,-34.47033
134,YRIGOYEN HIPOLITO PTE. (SO),2706,EL TALAR,BA,LOCUTORIO,-58.663340000000005,-34.47591
135,YRIGOYEN HIPOLITO PTE. (SO),2104,EL TALAR,BA,OTROS,-58.65334,-34.470690000000005
136,YRIGOYEN HIPOLITO PTE. (SO),2300,EL TALAR,BA,OTROS,-58.6559,-34.4721
137,YRIGOYEN HIPOLITO PTE.,4086,FLORIDA,BA,AGE. DE LOTE,-58.516890000000004,-34.53648
138,YRIGOYEN HIPOLITO PTE.,1776,FLORIDA,BA,KIOSCO,-58.39131999999999,-34.61036
139,YRIGOYEN HIPOLITO PTE.,1591,FLORIDA,BA,KIOSCO,-58.4876,-34.52189
140,YRIGOYEN HIPOLITO PTE.,1757,FLORIDA,BA,KIOSCO,-58.48911,-34.52271
141,YRIGOYEN HIPOLITO PTE.,3991,FLORIDA OESTE,BA,KIOSCO,-58.51546,-34.5356
142,YRIGOYEN HIPOLITO PTE.,781,GENERAL PACHECO,BA,AGE. DE LOTE,-58.63305,-34.45937
143,YRIGOYEN HIPOLITO PTE.,855,GENERAL PACHECO,BA,AGE. DE LOTE,-58.63409,-34.459959999999995
144,YRIGOYEN HIPOLITO PTE.,305,GENERAL PACHECO,BA,AGE. DE LOTE,-58.62719,-34.45624
145,YRIGOYEN HIPOLITO PTE.,690,GENERAL PACHECO,BA,AGE. DE LOTE,-58.630919999999996,-34.4587
146,YRIGOYEN HIPOLITO PTE.,1115,GENERAL PACHECO,BA,CENTRO DE PAGO,-58.63768,-34.46192
147,YRIGOYEN HIPOLITO PTE.,701,GENERAL PACHECO,BA,COMERCIO,-58.63201,-34.45897
148,YRIGOYEN HIPOLITO PTE.,502,GENERAL PACHECO,BA,KIOSCO,-58.62921,-34.45779
149,YRIGOYEN HIPOLITO PTE.,1202,GENERAL PACHECO,BA,KIOSCO,-58.638290000000005,-34.46265
150,YRIGOYEN HIPOLITO PTE.,834,GENERAL PACHECO,BA,KIOSCO,-58.63361,-34.45997
151,YRIGOYEN HIPOLITO PTE.,939,GENERAL PACHECO,BA,KIOSCO,-58.6348,-34.46048
152,YRIGOYEN HIPOLITO PTE.,824,GENERAL PACHECO,BA,KIOSCO,-58.633419999999994,-34.459959999999995
153,YRIGOYEN HIPOLITO PTE.,336,GENERAL PACHECO,BA,KIOSCO,-58.62755,-34.45686
154,YRIGOYEN HIPOLITO PTE.,288,GENERAL PACHECO,BA,KIOSCO,-58.62361,-34.456109999999995
155,YRIGOYEN HIPOLITO PTE.,55,GENERAL PACHECO,BA,KIOSCO,-58.623780000000004,-34.454609999999995
156,YRIGOYEN HIPOLITO PTE.,477,GENERAL PACHECO,BA,KIOSCO,-58.62911999999999,-34.457229999999996
157,YRIGOYEN HIPOLITO PTE.,2959,JOSE CLEMENTE PAZ,BA,AGE. DE LOTE,-58.76455,-34.52492
158,YRIGOYEN HIPOLITO PTE.,292,JOSE CLEMENTE PAZ,BA,AGE. DE LOTE,-58.73418,-34.5111
159,YRIGOYEN HIPOLITO PTE.,1300,JOSE CLEMENTE PAZ,BA,AGE. DE LOTE,-58.74759,-34.51701
160,YRIGOYEN HIPOLITO PTE.,2197,JOSE CLEMENTE PAZ,BA,AGE. DE LOTE,-58.75705,-34.52127
161,YRIGOYEN HIPOLITO PTE.,3201,JOSE CLEMENTE PAZ,BA,ALMACEN/AUTOSERV,-58.76588,-34.52528
162,YRIGOYEN HIPOLITO PTE.,2287,JOSE CLEMENTE PAZ,BA,ALMACEN/AUTOSERV,-58.75804,-34.52171
163,YRIGOYEN HIPOLITO PTE.,1655,JOSE CLEMENTE PAZ,BA,COMERCIO,-58.751459999999994,-34.51869
164,YRIGOYEN HIPOLITO PTE.,910,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.74286,-34.514759999999995
165,YRIGOYEN HIPOLITO PTE.,187,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.730169999999994,-34.50993
166,YRIGOYEN HIPOLITO PTE.,2608,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.76115,-34.522859999999994
167,YRIGOYEN HIPOLITO PTE.,196,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.730430000000005,-34.50992
168,YRIGOYEN HIPOLITO PTE.,1346,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.74766999999999,-34.5171
169,YRIGOYEN HIPOLITO PTE.,1733,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.752390000000005,-34.519079999999995
170,YRIGOYEN HIPOLITO PTE.,2869,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.76353,-34.52421
171,YRIGOYEN HIPOLITO PTE.,1331,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.7471,-34.51703
172,YRIGOYEN HIPOLITO PTE.,3700,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.77179,-34.5278
173,YRIGOYEN HIPOLITO PTE.,2550,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.760780000000004,-34.52271
174,YRIGOYEN HIPOLITO PTE.,2907,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.76421,-34.52478
175,YRIGOYEN HIPOLITO PTE.,1823,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.7527,-34.51956
176,YRIGOYEN HIPOLITO PTE.,1671,JOSE CLEMENTE PAZ,BA,LOCUTORIO,-58.75119,-34.51878
177,YRIGOYEN HIPOLITO PTE.,193,JOSE CLEMENTE PAZ,BA,LOCUTORIO,-58.73036,-34.509879999999995
178,YRIGOYEN HIPOLITO PTE.,1643,JOSE CLEMENTE PAZ,BA,OTROS,-58.75082,-34.518679999999996
179,YRIGOYEN HIPOLITO PTE.,1484,JOSE CLEMENTE PAZ,BA,OTROS,-58.74952,-34.51797
180,YRIGOYEN HIPOLITO PTE.,346,NEUQUEN,NQ,KIOSCO,-68.06085,-38.95127
181,YRIGOYEN HIPOLITO PTE.,206,NEUQUEN,NQ,KIOSCO,-68.06093,-38.95277
182,YRIGOYEN HIPOLITO PTE.,18,NEUQUEN,NQ,OTROS,-68.06079,-38.95485
183,YRIGOYEN HIPOLITO PTE.,2315,SAN JUSTO,BA,AGE. DE LOTE,-58.55967,-34.676970000000004
184,YRIGOYEN HIPOLITO PTE.,3589,SAN JUSTO,BA,AGE. DE LOTE,-58.568659999999994,-34.68528
185,YRIGOYEN HIPOLITO PTE.,2615,SAN JUSTO,BA,CENTRO DE PAGO,-58.56175,-34.67917
186,YRIGOYEN HIPOLITO PTE.,3362,SAN JUSTO,BA,KIOSCO,-58.567,-34.68404
187,YRIGOYEN HIPOLITO PTE.,2377,SAN JUSTO,BA,KIOSCO,-58.55986,-34.6775
188,YRIGOYEN HIPOLITO PTE.,2281,SAN JUSTO,BA,KIOSCO,-58.55913,-34.676840000000006
189,YRIGOYEN HIPOLITO PTE.,4323,SAN JUSTO,BA,KIOSCO,-58.575219999999995,-34.6912
190,YRIGOYEN HIPOLITO PTE.,2121,SAN JUSTO  (LA MATANZA),BA,KIOSCO,-58.558130000000006,-34.67569
191,YRIGOYEN HIPOLITO PTE.,2398,SAN JUSTO  (LA MATANZA),BA,KIOSCO,-58.56,-34.677609999999994
192,YRIGOYEN HIPOLITO PTE.,1447,VICENTE LOPEZ,BA,AGE. DE LOTE,-58.48627,-34.52129
193,YRIGOYEN HIPOLITO PTE.,531,VICENTE LOPEZ,BA,ESTACION DE TREN,-58.4751,-34.51652
194,YRIGOYEN HIPOLITO AV.,13083,ADROGUE,BA,COMERCIO,-58.40348,-34.80709
195,YRIGOYEN HIPOLITO AV.,13100,ADROGUE,BA,EST. DE SERV.,-58.40285,-34.80751
196,YRIGOYEN HIPOLITO AV.,344,AVELLANEDA,BA,AGE. DE LOTE,-58.37498000000001,-34.661359999999995
197,YRIGOYEN HIPOLITO AV.,299,AVELLANEDA,BA,CENTRO DE PAGO,-58.37583000000001,-34.65939
198,YRIGOYEN HIPOLITO AV.,400,AVELLANEDA,BA,ESTACION DE TREN,-58.37554,-34.66209
199,YRIGOYEN HIPOLITO AV.,269,AVELLANEDA,BA,KIOSCO,-58.37595,-34.66175
200,YRIGOYEN HIPOLITO AV.,14897,BURZACO,BA,AGE. DE LOTE,-58.39825,-34.82715
201,YRIGOYEN HIPOLITO AV.,15092,BURZACO,BA,ALMACEN/AUTOSERV,-58.398959999999995,-34.8301
202,YRIGOYEN HIPOLITO AV.,507,CHASCOMUS,BA,AGE. DE LOTE,-58.010569999999994,-35.56725
203,YRIGOYEN HIPOLITO AV.,937,COMODORO RIVADAVIA,CB,KIOSCO,-67.48739,-45.86745
204,YRIGOYEN HIPOLITO AV.,897,COMODORO RIVADAVIA,CB,KIOSCO,-67.48734,-45.86741
205,YRIGOYEN HIPOLITO AV.,2112,FLORENCIO VARELA,BA,AGE. DE LOTE,-58.256159999999994,-34.79145
206,YRIGOYEN HIPOLITO AV.,425,FLORENCIO VARELA,BA,AGE. DE LOTE,-58.27705,-34.788790000000006
207,YRIGOYEN HIPOLITO AV.,1543,FLORENCIO VARELA,BA,AGE. DE LOTE,-58.26098,-34.793859999999995
208,YRIGOYEN HIPOLITO AV.,1962,FLORENCIO VARELA,BA,CENTRO DE PAGO,-58.26557,-34.78232
209,YRIGOYEN HIPOLITO AV.,407,FLORENCIO VARELA,BA,KIOSCO,-58.27731,-34.788920000000005
210,YRIGOYEN HIPOLITO AV.,2346,FLORENCIO VARELA,BA,KIOSCO,-58.2541,-34.790040000000005
211,YRIGOYEN HIPOLITO AV.,2324,GERLI  (LANUS),BA,KIOSCO,-58.38714,-34.68568
212,YRIGOYEN HIPOLITO AV.,2317,GERLI (LANUS),BA,CORREO,-58.3865,-34.68458
213,YRIGOYEN HIPOLITO AV.,3038,GERLI (LANUS),BA,KIOSCO,-58.38899,-34.69151
214,YRIGOYEN HIPOLITO AV.,2682,GERLI (LANUS),BA,KIOSCO,-58.38757,-34.68808
215,YRIGOYEN HIPOLITO AV.,2615,GERLI (LANUS),BA,LOCUTORIO,-58.38776,-34.68734
216,YRIGOYEN HIPOLITO AV.,2323,GERLI (LANUS),BA,SUPERMERCADO,-58.38661,-34.68469
217,YRIGOYEN HIPOLITO AV.,21194,GLEW,BA,ALMACEN/AUTOSERV,-58.3904,-34.89346
218,YRIGOYEN HIPOLITO AV.,20260,GLEW,BA,CENTRO DE PAGO,-58.38977,-34.8814
219,YRIGOYEN HIPOLITO AV.,20076,GLEW,BA,EST. DE SERV.,-58.38981999999999,-34.87996
220,YRIGOYEN HIPOLITO AV.,20500,GLEW,BA,KIOSCO,-58.38893,-34.881890000000006
221,YRIGOYEN HIPOLITO AV.,21544,GLEW,BA,KIOSCO,-58.39063,-34.89617
222,YRIGOYEN HIPOLITO AV.,3110,LANUS,BA,AGE. DE LOTE,-58.389430000000004,-34.69256
223,YRIGOYEN HIPOLITO AV.,4904,LANUS,BA,AGE. DE LOTE,-58.39239,-34.7117
224,YRIGOYEN HIPOLITO AV.,3995,LANUS,BA,AGE. DE LOTE,-58.39221,-34.70114
225,YRIGOYEN HIPOLITO AV.,3915,LANUS,BA,CENTRO DE PAGO,-58.392219999999995,-34.70053
226,YRIGOYEN HIPOLITO AV.,4314,LANUS,BA,CENTRO DE PAGO,-58.39175,-34.7047
227,YRIGOYEN HIPOLITO AV.,4500,LANUS,BA,ESTACION DE TREN,-58.391619999999996,-34.7067
228,YRIGOYEN HIPOLITO AV.,824,LANUS,BA,KIOSCO,-58.392830000000004,-34.70678
229,YRIGOYEN HIPOLITO AV.,4622,LANUS,BA,KIOSCO,-58.391569999999994,-34.70858
230,YRIGOYEN HIPOLITO AV.,3899,LANUS,BA,KIOSCO,-58.392019999999995,-34.70023
231,YRIGOYEN HIPOLITO AV.,5292,LANUS,BA,KIOSCO,-58.39305,-34.71591
232,YRIGOYEN HIPOLITO AV.,4418,LANUS,BA,KIOSCO,-58.39155,-34.705709999999996
233,YRIGOYEN HIPOLITO AV.,4513,LANUS,BA,KIOSCO,-58.39185,-34.70702
234,YRIGOYEN HIPOLITO AV.,4672,LANUS,BA,OTROS,-58.391690000000004,-34.7091
235,YRIGOYEN HIPOLITO AV.,18207,LONGCHAMPS,BA,CENTRO DE PAGO,-58.39043,-34.85903
236,YRIGOYEN HIPOLITO AV.,17940,LONGCHAMPS,BA,KIOSCO,-58.39229,-34.85673
237,YRIGOYEN HIPOLITO AV.,19667,LONGCHAMPS,BA,KIOSCO,-58.38981999999999,-34.875840000000004
238,YRIGOYEN HIPOLITO AV.,18293,LONGCHAMPS,BA,KIOSCO,-58.38991,-34.8597
239,YRIGOYEN HIPOLITO AV.,17499,LONGCHAMPS,BA,KIOSCO,-58.39487,-34.85337
240,YRIGOYEN HIPOLITO AV.,17215,LONGCHAMPS,BA,KIOSCO,-58.396530000000006,-34.851279999999996
241,YRIGOYEN HIPOLITO AV.,17517,LONGCHAMPS,BA,KIOSCO,-58.394780000000004,-34.85351
242,YRIGOYEN HIPOLITO AV.,17218,LONGCHAMPS  (ALMIRANTE BROWN),BA,KIOSCO,-58.395680000000006,-34.85143
243,YRIGOYEN HIPOLITO AV.,13304,MALVINAS ARGENTINAS,BA,ALMACEN/AUTOSERV,-58.40175,-34.80898
244,YRIGOYEN HIPOLITO AV.,14,MATHEU,BA,KIOSCO,-58.82706999999999,-34.38459
245,YRIGOYEN HIPOLITO AV.,1501,MORENO,BA,KIOSCO,-58.800219999999996,-34.654340000000005
246,YRIGOYEN HIPOLITO AV.,1982,MORENO,BA,KIOSCO,-58.8065,-34.65739
247,YRIGOYEN HIPOLITO AV.,2449,MORENO,BA,KIOSCO,-58.8104,-34.66365
248,YRIGOYEN HIPOLITO AV.,305,MORON,BA,ALMACEN/AUTOSERV,-58.6151,-34.6601
