INDEX,DIRECCION,NUMERO,LOCALIDAD,PROVINCIA,TIPO_UBICACION,LONGITUD,LATITUD
0,ZUVIRIA FACUNDO AV.,4810,SANTA FE,SF,KIOSCO,-60.705169999999995,-31.6224
1,ZUVIRIA,5429,VILLA LUGANO,CF,AGE. DE LOTE,-58.48319,-34.66638
2,ZOLA EMILIO,1625,QUILMES,BA,AGE. DE LOTE,-58.23105,-34.73292
3,ZENTA,1031,SAN SALVADOR DE JUJUY,JU,SUPERMERCADO,-65.27831,-24.19374
4,ZELARRAYAN,2688,BAHIA BLANCA,BA,AGE. DE LOTE,-62.29403000000001,-38.69469
5,ZELARRAYAN,416,BAHIA BLANCA,BA,AGE. DE LOTE,-62.26936,-38.71342
6,ZELARRAYAN,2560,BAHIA BLANCA,BA,COMERCIO,-62.29266,-38.695890000000006
7,ZELARRAYAN,399,BAHIA BLANCA,BA,KIOSCO,-62.26999,-38.71277
8,ZEBALLOS ESTANISLAO DR.,123,MORENO,BA,AGE. DE LOTE,-58.7939,-34.65061
9,ZEBALLOS ESTANISLAO,7500,JOSE LEON SUAREZ,BA,KIOSCO,-58.58671999999999,-34.54195
10,ZEBALLOS E.,402,PILAR,BA,AGE. DE LOTE,-58.923759999999994,-34.45617
11,ZARATE,3879,GREGORIO DE LAFERRERE,BA,KIOSCO,-58.603269999999995,-34.72826
12,ZARATE,5325,VILLA BALLESTER,BA,OTROS,-58.570859999999996,-34.55596
13,ZAPIOLA N.GRAL.,564,PASO DEL REY,BA,AGE. DE LOTE,-58.737880000000004,-34.63885
14,ZAPIOLA,2085,BELGRANO,CF,AGE. DE LOTE,-58.46321999999999,-34.566140000000004
15,ZAPIOLA,1397,BERNAL OESTE,BA,AGE. DE LOTE,-58.30315,-34.72591
16,ZAPIOLA,852,BERNAL OESTE,BA,AGE. DE LOTE,-58.29156999999999,-34.7204
17,ZAPIOLA,1892,SAN JUSTO,BA,AGE. DE LOTE,-58.561809999999994,-34.67
18,ZAPATA JOSE V AV.,201,BARRIO CIVICO (MENDOZA),MZ,KIOSCO,-68.8305,-32.896809999999995
19,ZANNI P. AV.,1575,PARANA,ER,KIOSCO,-60.49915,-31.76513
20,ZANNI CORONEL,2689,GODOY CRUZ,MZ,ALMACEN/AUTOSERV,-68.87139,-32.91885
21,ZACARIAS,3050,RESISTENCIA,CH,KIOSCO,-59.03215,-27.4588
22,ZABALA,1603,BELGRANO,CF,AGE. DE LOTE,-58.442,-34.5631
23,YUTO,996,SAN SALVADOR DE JUJUY,JU,ALMACEN/AUTOSERV,-65.26867,-24.24328
24,YRUPE,6782,MATADEROS,CF,AGE. DE LOTE,-58.497730000000004,-34.66791
25,YRIGOYEN HIPOLITO PTE. (SO),2558,EL TALAR,BA,AGE. DE LOTE,-58.66,-34.4747
26,YRIGOYEN HIPOLITO PTE. (SO),1682,EL TALAR,BA,AGE. DE LOTE,-58.645019999999995,-34.46627
27,YRIGOYEN HIPOLITO PTE. (SO),2500,EL TALAR,BA,KIOSCO,-58.65928,-34.47385
28,YRIGOYEN HIPOLITO PTE.,4086,FLORIDA,BA,AGE. DE LOTE,-58.516890000000004,-34.53648
29,YRIGOYEN HIPOLITO PTE.,3991,FLORIDA OESTE,BA,KIOSCO,-58.51546,-34.5356
30,YRIGOYEN HIPOLITO PTE.,690,GENERAL PACHECO,BA,AGE. DE LOTE,-58.630919999999996,-34.4587
31,YRIGOYEN HIPOLITO PTE.,855,GENERAL PACHECO,BA,AGE. DE LOTE,-58.63409,-34.459959999999995
32,YRIGOYEN HIPOLITO PTE.,305,GENERAL PACHECO,BA,AGE. DE LOTE,-58.62719,-34.45624
33,YRIGOYEN HIPOLITO PTE.,781,GENERAL PACHECO,BA,AGE. DE LOTE,-58.63305,-34.45937
34,YRIGOYEN HIPOLITO PTE.,701,GENERAL PACHECO,BA,COMERCIO,-58.63201,-34.45897
35,YRIGOYEN HIPOLITO PTE.,1300,JOSE CLEMENTE PAZ,BA,AGE. DE LOTE,-58.74759,-34.51701
36,YRIGOYEN HIPOLITO PTE.,2197,JOSE CLEMENTE PAZ,BA,AGE. DE LOTE,-58.75705,-34.52127
37,YRIGOYEN HIPOLITO PTE.,292,JOSE CLEMENTE PAZ,BA,AGE. DE LOTE,-58.73418,-34.5111
38,YRIGOYEN HIPOLITO PTE.,2959,JOSE CLEMENTE PAZ,BA,AGE. DE LOTE,-58.76455,-34.52492
39,YRIGOYEN HIPOLITO PTE.,1346,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.74766999999999,-34.5171
40,YRIGOYEN HIPOLITO PTE.,2550,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.760780000000004,-34.52271
41,YRIGOYEN HIPOLITO PTE.,3700,JOSE CLEMENTE PAZ,BA,KIOSCO,-58.77179,-34.5278
42,YRIGOYEN HIPOLITO PTE.,2315,SAN JUSTO,BA,AGE. DE LOTE,-58.55967,-34.676970000000004
43,YRIGOYEN HIPOLITO PTE.,4323,SAN JUSTO,BA,KIOSCO,-58.575219999999995,-34.6912
44,YRIGOYEN HIPOLITO PTE.,3362,SAN JUSTO,BA,KIOSCO,-58.567,-34.68404
45,YRIGOYEN HIPOLITO AV.,13083,ADROGUE,BA,COMERCIO,-58.40348,-34.80709
46,YRIGOYEN HIPOLITO AV.,344,AVELLANEDA,BA,AGE. DE LOTE,-58.37498000000001,-34.661359999999995
47,YRIGOYEN HIPOLITO AV.,14897,BURZACO,BA,AGE. DE LOTE,-58.39825,-34.82715
48,YRIGOYEN HIPOLITO AV.,507,CHASCOMUS,BA,AGE. DE LOTE,-58.010569999999994,-35.56725
49,YRIGOYEN HIPOLITO AV.,2112,FLORENCIO VARELA,BA,AGE. DE LOTE,-58.256159999999994,-34.79145
50,YRIGOYEN HIPOLITO AV.,425,FLORENCIO VARELA,BA,AGE. DE LOTE,-58.27705,-34.788790000000006
51,YRIGOYEN HIPOLITO AV.,1962,FLORENCIO VARELA,BA,CENTRO DE PAGO,-58.26557,-34.78232
52,YRIGOYEN HIPOLITO AV.,20076,GLEW,BA,EST. DE SERV.,-58.38981999999999,-34.87996
53,YRIGOYEN HIPOLITO AV.,3995,LANUS,BA,AGE. DE LOTE,-58.39221,-34.70114
54,YRIGOYEN HIPOLITO AV.,4904,LANUS,BA,AGE. DE LOTE,-58.39239,-34.7117
55,YRIGOYEN HIPOLITO AV.,3110,LANUS,BA,AGE. DE LOTE,-58.389430000000004,-34.69256
56,YRIGOYEN HIPOLITO AV.,17218,LONGCHAMPS  (ALMIRANTE BROWN),BA,KIOSCO,-58.395680000000006,-34.85143
57,YRIGOYEN HIPOLITO AV.,1501,MORENO,BA,KIOSCO,-58.800219999999996,-34.654340000000005
58,YRIGOYEN HIPOLITO AV.,1200,MORON,BA,KIOSCO,-58.62529,-34.66055
59,YRIGOYEN HIPOLITO AV.,1030,PINEYRO,BA,AGE. DE LOTE,-58.38025,-34.66924
60,YRIGOYEN HIPOLITO AV.,5401,REMEDIOS DE ESCALADA (LANUS),BA,AGE. DE LOTE,-58.39366999999999,-34.71705
61,YRIGOYEN HIPOLITO AV.,5905,REMEDIOS DE ESCALADA (LANUS),BA,KIOSCO,-58.39527,-34.72355
62,YRIGOYEN HIPOLITO AV.,1249,SAN FDO DEL VALLE DE CATAMARCA,CT,KIOSCO,-65.7782,-28.4766
63,YRIGOYEN HIPOLITO AV.,1152,SAN SALVADOR DE JUJUY,JU,OTROS,-65.30407,-24.19023
64,YRIGOYEN HIPOLITO AV.,3058,VIRREYES,BA,AGE. DE LOTE,-58.597269999999995,-34.47287
65,YRIGOYEN HIPOLITO,4251,ALMAGRO,CF,AGE. DE LOTE,-58.42665,-34.61466
66,YRIGOYEN HIPOLITO,4028,ALMAGRO,CF,KIOSCO,-58.42345,-34.6149
67,YRIGOYEN HIPOLITO,1963,BALVANERA,CF,AGE. DE LOTE,-58.394290000000005,-34.61039
68,YRIGOYEN HIPOLITO,2102,BALVANERA,CF,AGE. DE LOTE,-58.396280000000004,-34.610690000000005
69,YRIGOYEN HIPOLITO,1864,BALVANERA,CF,AGE. DE LOTE,-58.39275,-34.61047
70,YRIGOYEN HIPOLITO,6928,BANFIELD,BA,KIOSCO,-58.39742,-34.73575
71,YRIGOYEN HIPOLITO,1957,FUNES,SF,KIOSCO,-60.81051,-32.919990000000006
72,YRIGOYEN HIPOLITO,1021,GENERAL ROCA,RN,COMERCIO,-67.57918000000001,-39.030609999999996
73,YRIGOYEN HIPOLITO,1190,JUNIN,BA,COMERCIO,-60.925709999999995,-34.57815
74,YRIGOYEN HIPOLITO,8663,LOMAS DE ZAMORA,BA,AGE. DE LOTE,-58.401880000000006,-34.75634
75,YRIGOYEN HIPOLITO,8420,LOMAS DE ZAMORA,BA,KIOSCO,-58.400969999999994,-34.75358
76,YRIGOYEN HIPOLITO,8659,LOMAS DE ZAMORA,BA,KIOSCO,-58.40178,-34.75633
77,YRIGOYEN HIPOLITO,8911,LOMAS DE ZAMORA,BA,KIOSCO,-58.40255,-34.75938
78,YRIGOYEN HIPOLITO,720,MANUEL ALBERTI,BA,AGE. DE LOTE,-58.77259,-34.45982
79,YRIGOYEN HIPOLITO,598,MANUEL ALBERTI,BA,LIBRERIA,-58.77381999999999,-34.46047
80,YRIGOYEN HIPOLITO,1921,MARTINEZ,BA,AGE. DE LOTE,-58.52304,-34.49982
81,YRIGOYEN HIPOLITO,195,MARTINEZ,BA,AGE. DE LOTE,-58.503080000000004,-34.49066
82,YRIGOYEN HIPOLITO,1174,MERLO,BA,AGE. DE LOTE,-58.72303,-34.65425
83,YRIGOYEN HIPOLITO,831,MERLO,BA,AGE. DE LOTE,-58.7242,-34.65722
84,YRIGOYEN HIPOLITO,325,MERLO,BA,AGE. DE LOTE,-58.72626999999999,-34.66115
85,YRIGOYEN HIPOLITO,400,MONSERRAT,CF,ESTACION DE SUBTE,-58.372040000000005,-34.608940000000004
86,YRIGOYEN HIPOLITO,722,PILAR,BA,AGE. DE LOTE,-58.915,-34.458220000000004
87,YRIGOYEN HIPOLITO,357,PILAR,BA,AGE. DE LOTE,-58.9097,-34.45796
88,YRIGOYEN HIPOLITO,883,PRESIDENTE DERQUI,BA,KIOSCO,-58.83713,-34.48825
89,YRIGOYEN HIPOLITO,414,QUILMES,BA,AGE. DE LOTE,-58.26223,-34.72057
90,YRIGOYEN HIPOLITO,560,QUILMES,BA,AGE. DE LOTE,-58.2606,-34.72274
91,YRIGOYEN HIPOLITO,615,QUILMES,BA,AGE. DE LOTE,-58.26005,-34.723890000000004
92,YRIGOYEN HIPOLITO,538,QUILMES,BA,KIOSCO,-58.260709999999996,-34.7225
93,YRIGOYEN HIPOLITO,901,RAFAELA,SF,EST. DE SERV.,-61.49341,-31.261159999999997
94,YRIGOYEN HIPOLITO,10523,TEMPERLEY,BA,AGE. DE LOTE,-58.40661,-34.780640000000005
95,YRIGOYEN HIPOLITO,10087,TEMPERLEY,BA,AGE. DE LOTE,-58.40531,-34.77369
96,YRIGOYEN HIPOLITO,12002,TURDERA,BA,AGE. DE LOTE,-58.40885,-34.79547
97,YRIGOYEN H. AV.,643,PERGAMINO,BA,KIOSCO,-60.55939,-33.8973
98,YRIGOYEN H.,573,GENERAL GUTIERREZ,MZ,ALMACEN/AUTOSERV,-68.79914000000001,-32.95074
99,YRIGOYEN H.,412,SANTA ROSA,LP,KIOSCO,-64.28591,-36.61995
100,YRIGOYEN ESTE,1701,SANTA LUCIA,SJ,AGE. DE LOTE,-68.5023,-31.5413
101,YRIGOYEN,4298,BERISSO,BA,AGE. DE LOTE,-57.88114,-34.872820000000004
102,YRIGOYEN,1299,CIPOLLETTI,RN,KIOSCO,-67.98252,-38.940870000000004
103,YRIGOYEN,1915,PEREZ,SF,OTROS,-60.77475,-32.994609999999994
104,YRIGOYEN,3624,SANTA FE,SF,ALMACEN/AUTOSERV,-60.7188,-31.63969
105,YORNET OESTE- MNZ E- CASA 16,0,LA BEBIDA,SJ,KIOSCO,-68.61386,-31.5489
106,YERBAL,1002,CABALLITO,CF,AGE. DE LOTE,-58.445069999999994,-34.62066
107,YERBAL,2589,FLORES,CF,AGE. DE LOTE,-58.46592,-34.62835
108,YATASTO,2195,GRAND BOURG,BA,KIOSCO,-58.727309999999996,-34.47855
109,YASTAY,494,SAN FERNANDO DEL VALLE DE CATAMARCA,CT,KIOSCO,-65.8037,-28.46694
110,YANZI VENTURA,2173,RAFAEL CASTILLO,BA,AGE. DE LOTE,-58.611180000000004,-34.71581
111,YANQUETRUZ,172,CARMEN DE PATAGONES,BA,LOCUTORIO,-62.96626,-40.78863
112,YACOMI FRANCISCO EMILIO,5010,FORMOSA,FO,KIOSCO,-58.221180000000004,-26.191
113,WILLIAMS MORRIS,2881,CASTELAR,BA,AGE. DE LOTE,-58.653119999999994,-34.68493
114,WILLIAMS MORRIS,3698,CASTELAR,BA,AGE. DE LOTE,-58.66288,-34.68318
115,WILLIAMS,1001,RINCON DE MILBERG,BA,ALMACEN/AUTOSERV,-58.59921,-34.41806
116,WILDE,2005,SANTA ROSA,LP,KIOSCO,-64.29918,-36.64217
117,WILDE,906,SANTA ROSA,LP,OTROS,-64.28873,-36.63392
118,WERNICKE GERMAN AVDOR.,2885,CIUDAD JARDIN DEL PALOMAR,BA,AGE. DE LOTE,-58.591930000000005,-34.60122
119,WATT,2831,GREGORIO DE LAFERRERE,BA,KIOSCO,-58.59356,-34.73981
120,WAST HUGO,2271,SANTO TOME,SF,KIOSCO,-60.76721,-31.680120000000002
121,WASHINGTON,2893,JOSE LEON SUAREZ,BA,AGE. DE LOTE,-58.57625,-34.53417
122,WASHINGTON,888,VILLA DOMINICO,BA,KIOSCO,-58.326319999999996,-34.683840000000004
123,WARNES AV.,378,VILLA CRESPO,CF,AGE. DE LOTE,-58.44223,-34.60235
124,VIVIENDA 212 // SECTOR 5,136,CORRIENTES,CR,ALMACEN/AUTOSERV,-58.79982,-27.494740000000004
125,VITORI PEDRO,3803,SANTA FE,SF,KIOSCO,-60.699940000000005,-31.632340000000003
126,VITORI PEDRO,3829,SANTA FE,SF,KIOSCO,-60.69992,-31.63195
127,VIRREY LORETO,2408,COLEGIALES,CF,AGE. DE LOTE,-58.45,-34.56747
128,VIRREY DEL PINO,2407,BELGRANO,CF,AGE. DE LOTE,-58.45243000000001,-34.566140000000004
129,VIRREY CEVALLOS,281,MONSERRAT,CF,AGE. DE LOTE,-58.389,-34.61218
130,VIRGILIO,1299,INGENIERO BUDGE,BA,AGE. DE LOTE,-58.44602,-34.75342
131,VIRGEN DEL VALLE AV. (N),351,SAN FDO DEL VALLE DE CATAMARCA,CT,OTROS,-65.78747,-28.4567
132,VIRGEN DEL VALLE,163,SAN FDO DEL VALLE DE CATAMARCA,CT,KIOSCO,-65.78730999999999,-28.462940000000003
133,VIRGEN DE LOURDES NORTE,763,RIVADAVIA,SJ,KIOSCO,-68.56703,-31.513170000000002
134,VIRGEN DE ITATI,2384,BANFIELD,BA,CIBER,-58.453269999999996,-34.73205
135,VIRGEN DE ITATI,1882,INGENIERO BUDGE,BA,KIOSCO,-58.44616,-34.727990000000005
136,VIRGEN DE ITATI,2051,LOMAS DE ZAMORA,BA,AGE. DE LOTE,-58.44817,-34.72916
137,VINARA,2117,CASTELAR,BA,KIOSCO,-58.64464,-34.69866
138,VILLEGAS THOMAS J. GRAL.,684,RAMOS MEJIA,BA,AGE. DE LOTE,-58.547830000000005,-34.66413
139,VILLEGAS THOMAS J. GRAL.,2121,SAN JUSTO,BA,KIOSCO,-58.55921,-34.674859999999995
140,VILLEGAS THOMAS J. GRAL.,2377,SAN JUSTO  (LA MATANZA),BA,KIOSCO,-58.56098000000001,-34.67653
141,VILLEGAS CONRADO GRAL.,2964,WILLIAM MORRIS,BA,KIOSCO,-58.665490000000005,-34.58846
142,VILLEGAS CONRADO GRAL.,2199,WILLIAM MORRIS (HURLINGHAM),BA,OTROS,-58.658519999999996,-34.58255
143,VILLEGAS C.,296,SAN CARLOS DE BARILOCHE,RN,KIOSCO,-71.30719,-41.13483
144,VILLEGAS,399,CIPOLLETTI,RN,KIOSCO,-67.99703000000001,-38.93581
145,VILLATE CARLOS,4718,MUNRO,BA,AGE. DE LOTE,-58.522890000000004,-34.53309
146,VILLARINO BV.,2056,ZAVALLA,SF,COMERCIO,-60.87923000000001,-33.019940000000005
147,VILLALONGA,835,ITUZAINGO,BA,KIOSCO,-58.66972,-34.65995
148,VILLA MERCEDES,1214,GODOY CRUZ,MZ,KIOSCO,-68.87539,-32.92418
149,VILLA LUJAN,3012,REMEDIOS DE ESCALADA (LANUS),BA,AGE. DE LOTE,-58.384930000000004,-34.72534
150,VILLA LUJAN,2422,REMEDIOS DE ESCALADA (LANUS),BA,AGE. DE LOTE,-58.38036999999999,-34.72094
151,VILLA DEL PARQUE VECINAL,4500,SANTA FE,SF,KIOSCO,-60.7234,-31.6318
152,VILLA DE LUJAN,1707,LANUS,BA,AGE. DE LOTE,-58.3745,-34.71524
153,VILLA BARCELO,125,BANFIELD,BA,EST. DE SERV.,-58.36431999999999,-34.748329999999996
154,VILDOZA APARICIO AV.,1392,SAN FDO DEL VALLE DE CATAMARCA,CT,KIOSCO,-65.79890999999999,-28.478890000000003
155,VIGIL CONSTANCIO C.,1157,BOSQUES,BA,AGE. DE LOTE,-58.23105,-34.819959999999995
156,VIGALONDO JUSTO,1709,CAMPANA,BA,AGE. DE LOTE,-58.94396999999999,-34.20734
157,VIEYTES JUAN HIPOLITO,316,BANFIELD,BA,AGE. DE LOTE,-58.39881,-34.740120000000005
158,VIEYTES AV.,199,SAN ANTONIO DE ARECO,BA,KIOSCO,-59.47561999999999,-34.25328
159,VIEYTES,84,BAHIA BLANCA,BA,COMERCIO,-62.26923000000001,-38.71933
160,VIEYTES,1301,BARRACAS,CF,AGE. DE LOTE,-58.37758,-34.64785
161,VIEYTES,1622,BARRACAS,CF,AGE. DE LOTE,-58.375690000000006,-34.65206
162,VIEYTES,1272,BARRACAS,CF,CENTRO DE PAGO,-58.37755,-34.64733
163,VIEYTES,4309,SANTA FE,SF,KIOSCO,-60.7158,-31.597959999999997
164,VIENA,317,TORTUGUITAS  (MALVINAS ARGENTINAS),BA,KIOSCO,-58.752469999999995,-34.49054
165,VIEL,495,CABALLITO,CF,AGE. DE LOTE,-58.432269999999995,-34.62254
166,VIDELA RICARDO AV.,175,MENDOZA,MZ,BOLETERIA,-68.83041,-32.8953
167,VIDELA NICOLAS,705,BERAZATEGUI,BA,AGE. DE LOTE,-58.24501,-34.790279999999996
168,VIDELA ARANDA,2330,CRUZ DE PIEDRA,MZ,KIOSCO,-68.77727,-33.03094
169,VIDART A.,3727,VILLA KRAUSE,SJ,KIOSCO,-68.56036999999999,-31.57387
170,VIDAL JOSE RAMON,1884,CORRIENTES,CR,KIOSCO,-58.83845,-27.479029999999998
171,VIDAL,2107,BELGRANO,CF,AGE. DE LOTE,-58.460390000000004,-34.56413
172,VIDAL,1685,BELGRANO,CF,AGE. DE LOTE,-58.457080000000005,-34.56792
173,VIDAL,1810,BELGRANO,CF,AGE. DE LOTE,-58.458059999999996,-34.5669
174,VIDAL,1818,BELGRANO,CF,KIOSCO,-58.45828,-34.566759999999995
175,VICTORICA AV.,822,MORENO,BA,AGE. DE LOTE,-58.793490000000006,-34.63896
176,VICTOR HUGO AV.,1132,OSTENDE,BA,AGE. DE LOTE,-56.88596999999999,-37.13024
177,VICTOR HUGO AV.,1380,OSTENDE,BA,COMERCIO,-56.88907,-37.12997
178,VICTOR HUGO AV.,2413,OSTENDE,BA,LIBRERIA,-56.90266,-37.12877
179,VICENTE LOPEZ,230,MONTE GRANDE,BA,CENTRO DE PAGO,-58.46925,-34.81725
180,VICENTE LOPEZ,2675,OLAVARRIA,BA,AGE. DE LOTE,-60.32423000000001,-36.89383
181,VICENTE LOPEZ,1946,PEDRO MOLINA,MZ,ALMACEN/AUTOSERV,-68.81576,-32.87999
182,VICENTE LISANDRO CANGA,1764,USHUAIA,TF,KIOSCO,-68.32714,-54.80761999999999
183,VIAMONTE,1095,BAHIA BLANCA,BA,AGE. DE LOTE,-62.28406,-38.71311
184,VIAMONTE,789,LANUS,BA,AGE. DE LOTE,-58.403909999999996,-34.69936
185,VIAMONTE,1311,LANUS,BA,AGE. DE LOTE,-58.40869,-34.69572
186,VIAMONTE,9,LOMAS DE ZAMORA,BA,AGE. DE LOTE,-58.39213,-34.76163
187,VIAMONTE,4613,MAYOR DRUMMOND,MZ,ALMACEN/AUTOSERV,-68.83327,-32.99327
188,VIAMONTE,1343,SAN NICOLAS,CF,AGE. DE LOTE,-58.38595,-34.60049
189,VIAMONTE,1633,SAN NICOLAS,CF,AGE. DE LOTE,-58.39038000000001,-34.60069
190,VIAMONTE,1712,SAN NICOLAS,CF,AGE. DE LOTE,-58.391580000000005,-34.60079
191,VIAMONTE,629,SAN NICOLAS,CF,AGE. DE LOTE,-58.3758,-34.59987
192,VIAMONTE,901,SAN NICOLAS,CF,KIOSCO,-58.37976999999999,-34.6
193,VIAMONTE,2902,VALENTIN ALSINA,BA,AGE. DE LOTE,-58.41883000000001,-34.68445
194,VIALE LUIS,1394,BANFIELD,BA,KIOSCO,-58.44203,-34.748490000000004
195,VIALE LUIS,1508,CLAYPOLE,BA,KIOSCO,-58.3637,-34.82459
196,VIALE LUIS,4865,GREGORIO DE LAFERRERE,BA,KIOSCO,-58.605509999999995,-34.756159999999994
197,VIALE,196,SAN NICOLAS DE LOS ARROYOS,BA,AGE. DE LOTE,-60.229380000000006,-33.322959999999995
198,VIALE,134,SAN NICOLAS DE LOS ARROYOS,BA,ALMACEN/AUTOSERV,-60.22821,-33.32165
199,VERTIZ VIRREY,601,BOULOGNE,BA,AGE. DE LOTE,-58.560230000000004,-34.51042
200,VERTIZ JUAN JOSE DE VIRREY,1880,BELGRANO,CF,KIOSCO DE DIARIOS,-58.450559999999996,-34.55842
201,VERNET LUIS AV.,1851,MONTE GRANDE,BA,KIOSCO,-58.48047,-34.79497
202,VERNET LUIS,129,GRAND BOURG,BA,KIOSCO,-58.74248000000001,-34.49205
203,VERGARA VALENTIN GOB. AV.,4126,HURLINGHAM,BA,AGE. DE LOTE,-58.63677,-34.59206
204,VERGARA VALENTIN GOB. AV.,4892,HURLINGHAM,BA,AGE. DE LOTE,-58.64088,-34.57936
205,VERGARA VALENTIN GOB. AV.,3131,HURLINGHAM,BA,KIOSCO,-58.582640000000005,-34.64687
206,VERGARA VALENTIN GOB. AV.,1208,VILLA SANTOS TESEI,BA,AGE. DE LOTE,-58.6338,-34.61996
207,VERGARA VALENTIN GOB. AV.,2076,VILLA SANTOS TESEI,BA,AGE. DE LOTE,-58.63406,-34.61866
208,VERGARA VALENTIN GOB. AV.,2395,VILLA SANTOS TESEI,BA,KIOSCO,-58.63448,-34.61385
209,VERDI JOSE,197,LOMAS DE ZAMORA,BA,KIOSCO,-58.43048,-34.754220000000004
210,VENTURA BOSCH,7264,LINIERS,CF,KIOSCO,-58.52834,-34.64288
211,VENTURA BOSCH,7253,LINIERS,CF,LOCUTORIO,-58.52814,-34.6428
212,VENEZUELA,2088,BALVANERA,CF,AGE. DE LOTE,-58.39586,-34.6153
213,VENEZUELA,2300,BALVANERA,CF,AGE. DE LOTE,-58.399069999999995,-34.61509
214,VENEZUELA,1015,CIPOLLETTI,RN,KIOSCO,-67.98579000000001,-38.925909999999995
215,VENEZUELA,33,EZEIZA,BA,AGE. DE LOTE,-58.53179,-34.85992
216,VENEZUELA,5155,ISIDRO CASANOVA,BA,AGE. DE LOTE,-58.59638,-34.68813
217,VENEZUELA,1693,MONSERRAT,CF,AGE. DE LOTE,-58.39054,-34.61483
218,VENEZUELA,2955,SAN JUSTO,BA,AGE. DE LOTE,-58.574090000000005,-34.6739
219,VENEZUELA,198,TEMPERLEY,BA,KIOSCO,-58.396930000000005,-34.7758
220,VENEZUELA,3995,VILLA LUZURIAGA,BA,AGE. DE LOTE,-58.58506,-34.68039
221,VENEZUELA,2425,VILLA NUEVA,MZ,KIOSCO,-68.78265999999999,-32.901309999999995
222,VELEZ SARSFIELD DIAG.,212,MAR DEL PLATA,BA,ALMACEN/AUTOSERV,-57.54898000000001,-38.08747
223,VELEZ SARSFIELD AV.,4631,MUNRO,BA,AGE. DE LOTE,-58.5238,-34.530120000000004
224,VELEZ SARSFIELD AV.,4731,MUNRO,BA,AGE. DE LOTE,-58.52499,-34.53071
225,VELEZ SARSFIELD AV.,4302,MUNRO,BA,AGE. DE LOTE,-58.520230000000005,-34.52857
226,VELEZ SARSFIELD AV.,6094,MUNRO,BA,AGE. DE LOTE,-58.540240000000004,-34.53698
227,VELEZ SARSFIELD,327,CIUDAD MADERO,BA,AGE. DE LOTE,-58.50285,-34.69465
228,VELEZ SARSFIELD,976,DORREGO,MZ,KIOSCO,-68.82791999999999,-32.90613
229,VELEZ SARSFIELD,00,RIVADAVIA,SJ,KIOSCO,-68.57955,-31.54573
230,VELEZ SARSFIELD,505,SAN SALVADOR DE JUJUY,JU,ALMACEN/AUTOSERV,-65.31711,-24.195079999999997
231,VELA J. L.,1001,PERGAMINO,BA,OTROS,-60.5874,-33.913140000000006
232,VEDOYA,3873,REMEDIOS DE ESCALADA (LANUS),BA,AGE. DE LOTE,-58.40955,-34.72639
233,VEDOYA,3823,REMEDIOS DE ESCALADA (LANUS),BA,KIOSCO,-58.40896,-34.726079999999996
234,VEDIA Y MITRE,5762,MORENO,BA,KIOSCO,-58.794059999999995,-34.61215
235,VASCO NUNEZ DE BALBOA,2531,SAN FRANCISCO SOLANO (ALMIRANTE BROWN),BA,KIOSCO,-58.33699,-34.77955
236,VARELA FLORENCIO AV.,3863,BERAZATEGUI,BA,AGE. DE LOTE,-58.22929,-34.75356
237,VARELA FLORENCIO AV.,2291,EZPELETA OESTE,BA,AGE. DE LOTE,-58.24588000000001,-34.76255
238,VARELA FLORENCIO,1233,LANUS,BA,KIOSCO,-58.388419999999996,-34.695240000000005
239,VARELA FLORENCIO,2129,SAN JUSTO,BA,KIOSCO,-58.56375,-34.67158
240,VARELA FLORENCIO,2068,SAN JUSTO,BA,KIOSCO,-58.56292,-34.671240000000004
241,VARELA AV.,813,FLORES,CF,AGE. DE LOTE,-58.459469999999996,-34.63885
242,VARELA AV.,976,FLORES,CF,AGE. DE LOTE,-58.45768,-34.64015
243,VARELA AV.,950,FLORES,CF,ESTACION DE SUBTE,-58.45799,-34.63987
244,VALPARAISO,1252,GRAND BOURG,BA,KIOSCO,-58.715340000000005,-34.48395
245,VALPARAISO,622,PABLO NOGUES,BA,KIOSCO,-58.70966,-34.490809999999996
246,VALLE JUAN J. TTE. GRAL.,1890,EL TALAR,BA,AGE. DE LOTE,-58.65979,-34.46089
247,VALETTE LUCIANO,975,MONTE GRANDE,BA,AGE. DE LOTE,-58.465759999999996,-34.79752
248,VALETTE LUCIANO,254,MONTE GRANDE  (ESTEBAN ECHEVERRIA),BA,KIOSCO,-58.47515,-34.8018
249,VALENTIN RUIZ OESTE,0,VILLA IBANEZ,SJ,AGE. DE LOTE,-68.73362,-31.461340000000003
250,VALENTIN RUIZ (RP NDEG60 ),0,VILLA IBANEZ,SJ,ALMACEN/AUTOSERV,-68.74086,-31.46244
251,VALENTIN GOMEZ,3295,BALVANERA,CF,AGE. DE LOTE,-58.412,-34.6051
252,VALENTIN GOMEZ,2814,BALVANERA,CF,AGE. DE LOTE,-58.40586,-34.605509999999995
253,VALDIVIA PEDRO DE (O),1102,SAN JUAN,SJ,ALMACEN/AUTOSERV,-68.54276999999999,-31.549570000000003
254,VALDIVIA PEDRO (O),1946,SAN JUAN,SJ,ALMACEN/AUTOSERV,-68.54852,-31.549220000000002
255,UZAL CNEL.,3903,OLIVOS,BA,AGE. DE LOTE,-58.5141,-34.5093
